Age,EstimatedSalary,Purchased,Purchased_Pred,Purchased_Pred_Prob_0,Purchased_Pred_Prob_1
-0.12864083083132652,-1.369411393658063,,0.0,1.0,0.0
-0.03675452309466462,-0.3734758346340171,0.0,0.0,1.0,0.0
-0.12864083083132652,1.4316573660970657,,1.0,0.25,0.75
2.1685168625852205,0.5913367381705271,0.0,1.0,0.125,0.875
0.8821085542719542,-1.151550490121553,,1.0,0.0,1.0
-0.5880723695146359,0.43572180707302,,0.0,0.875,0.125
-0.8637312927246216,0.34235284841451574,,0.0,1.0,0.0
1.2496537852186018,-1.2760424349995585,,1.0,0.0,1.0
-1.1393902159346072,-1.52502632475557,0.0,0.0,1.0,0.0
-0.3124134463046503,-1.587272297194573,0.0,0.0,1.0,0.0
2.2604031703218825,-0.8403206279265386,,1.0,0.125,0.875
-1.5069354468812548,0.21786090353651,,0.0,1.0,0.0
0.05513178464199726,0.9336895865850429,,1.0,0.125,0.875
-1.5069354468812548,-1.3382884074385615,,0.0,1.0,0.0
2.2604031703218825,0.43572180707302,0.0,1.0,0.125,0.875
-1.0475039081979454,0.6224597243900286,,0.0,0.875,0.125
-0.7718449849879597,-0.34235284841451574,,0.0,1.0,0.0
0.4226770155886448,-0.6847056968290315,0.0,0.0,0.75,0.25
0.6064496310619686,0.03112298621950143,,0.0,0.75,0.25
-0.3124134463046503,2.520961883779616,,1.0,0.0,1.0
-0.03675452309466462,0.24898388975601143,,0.0,0.75,0.25
-1.231276523671269,-0.18673791731700856,,0.0,1.0,0.0
0.8821085542719542,-1.4627803523165672,,1.0,0.125,0.875
-0.7718449849879597,0.6224597243900286,0.0,0.0,0.875,0.125
-1.5988217546179166,0.40459882085351856,,0.0,1.0,0.0
0.6064496310619686,0.3112298621950143,0.0,0.0,0.625,0.375
0.4226770155886448,-0.28010687597551287,,0.0,1.0,0.0
1.6171990161652492,-1.08930451768255,0.0,1.0,0.0,1.0
1.065881169745278,1.1826734763410542,,1.0,0.125,0.875
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,1.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,1.0,,,
,,1.0,,,
,,1.0,,,
,,0.0,,,
,,1.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,0.0,,,
,,1.0,,,
,,1.0,,,
